名称,户型,面积,朝向,是否装修,有无电梯,总价,单价,产权信息
全新婚装 楼层适中 房东诚心卖 价格可谈 随时看房,2室2厅,76.63平米,南,精装,低楼层(共17层),184,24012,共有
枫秀苑小户，两房的，采光充足，房东换房，诚意出售,2室1厅,65.74平米,南,精装,6层,159,24187,共有
此房满五唯一， 通透格局 两房朝南 采光充足 交通便利,2室1厅,58.9平米,南,简装,高楼层(共6层),130,22072,共有
全新装修 距地铁口500米 沃艾玛超市,3室2厅,74平米,南 北,精装,中楼层(共5层),158,21352,共有
桂苑二区 满三唯一 两房朝南 带自行车库 看房随时,2室2厅,70.46平米,南,精装,高楼层(共6层),155,21999,非共有
世茂蝶湖湾 4室2厅 南,4室2厅,141平米,南,精装,中楼层(共40层),194.5,13795,非共有
朝南，通风好楼间距宽无遮挡视野好目前自住随时可以看,2室1厅,68平米,南,精装,中楼层(共5层),103,15148,非共有
阳光新城 3室2厅 南 北,3室2厅,127平米,南 北,简装,中楼层(共6层),118,9292,共有
太湖颐景3房，金螳螂装修，诚心出售,3室2厅,95平米,南,精装,中楼层(共32层),280,29474,非共有
园林社区，高度绿化，三房两卫，通透户型，自住装修,3室2厅,117平米,南 北,精装,低楼层(共6层),147,12565,共有
满二精装修三房 品质小区 装修好 诚心售,3室1厅,91.53平米,南,精装,低楼层(共16层),218,23818,非共有
新新家园一楼带大院子精装修空调地暖一应俱全,3室2厅,129平米,南,精装,6层,380,29458,共有
房子已满2年，前后无遮挡 采光充足 精装自住保养很好,3室2厅,89平米,南 北,精装,33层,180,20225,共有
房东自住  满五少税  精装修 拎包入住,3室2厅,93.46平米,南,精装,高楼层(共6层),118,12626,共有
首付24万 就可得小三房  带装修  好楼层 随时可以看房,3室2厅,99.47平米,南,精装,中楼层(共6层),107,10758,非共有
一年半前婚装 拎包入住 电梯房 采光好,3室2厅,136.82平米,南 北,精装,中楼层(共11层),370,27043,共有
全天采光 精装婚房 前面虎丘湿地公园 产证满二,3室2厅,86.5平米,南,精装,高楼层(共26层),215,24856,共有
花园洋房，一二楼叠加，有花园，精装25万，诚心出售,3室2厅,147.17平米,南,精装,低楼层(共6层),165,11212,共有
大地之歌 3室1厅 南,3室1厅,86.6平米,南,精装,低楼层(共6层),206,23788,非共有
全新婚装，实木家具，品牌家电，静待有缘人拎包入住！,2室1厅,57.53平米,南,精装,中楼层(共5层),170.5,29637,非共有
精装三房两卫带租车位业主诚心出售,3室2厅,125平米,南,精装,18层,438,35040,共有
水漾花城四期 中上楼层 三开间朝南 业主诚意出售,3室2厅,87.74平米,南,精装,高楼层(共30层),219,24961,共有
昆城景苑一期  高层 采光视野好 俯瞰整个昆山,2室2厅,89.56平米,南,精装,高楼层(共33层),185,20657,共有
精装修，东边户，次顶层，采光通风好，出门天虹。,3室2厅,87.36平米,南,精装,高楼层(共17层),268,30678,共有
精装修 可逸兰亭双厅双卫 中间楼层 采光好 位置佳,3室2厅,107.23平米,南,精装,高楼层(共33层),196.3,18307,共有
满五年近地铁楼层采光好、配套设施齐全交通方便,3室2厅,126.53平米,南,精装,高楼层(共17层),404,31930,共有
业主诚心出售 小区配套齐全 房屋全南 厨卫i全明,3室2厅,92平米,南,简装,高楼层(共33层),150,16305,共有
石湖湾北区精装房源，诚心出售，可以看到湖景的,4室2厅,139.82平米,南,精装,中楼层(共25层),442,31613,共有
景山玫瑰园 87平3房户型 精装修品牌家具家电 中间楼层,3室2厅,87.62平米,南,精装,中楼层(共8层),229,26136,共有
精装小三房 房东自住保养佳 装修15万 看中可谈,2室2厅,101.45平米,南,精装,高楼层(共6层),110,10843,非共有
万科品质房 满五唯一 户型方正 中间楼层 房东诚心出售,3室2厅,101.91平米,南 北,精装,中楼层(共35层),220,21588,共有
带城平江房源 业主自住精装三房 带车位和30平车库,3室2厅,125.96平米,南,精装,中楼层(共5层),360,28581,共有
昆山玉山镇亭林公园旁，精装小三房  满五唯一无个税！,3室1厅,104.44平米,南 北,精装,高楼层(共6层),308,29491,非共有
首开大四房，hao装，满五唯一，诚心急售,4室2厅,146.79平米,南,精装,中楼层(共25层),310,21119,共有
月亮湾2期，经典3房户型，3开间朝南，精装满2年,3室2厅,99.92平米,南,精装,高楼层(共27层),465,46538,共有
中高楼层 采光好无遮挡 满五年 房东诚意出售,2室2厅,96.61平米,南,精装,25层,370,38299,非共有
满五年唯一，独立自行车库，租赁车位，家具家电全留,3室1厅,95.56平米,南,简装,中楼层(共5层),217,22709,非共有
地铁S1号线500米，梦世界600米 苏州外国语1公里,3室2厅,88.1平米,南 北,简装,中楼层(共30层),160.5,18218,非共有
急售业主新房已定 满五年唯一免个税 精装带20平大车库,3室2厅,102.83平米,南,精装,高楼层(共6层),247.8,24099,非共有
星字头未用     婚房装修  诚意出售   精装三房,3室2厅,85.94平米,南,精装,高楼层(共18层),255,29672,非共有
大三房 满两年 小区中间位置 房子保养好,3室2厅,108.04平米,南,精装,25层,443,41004,共有
地铁口养老房边户两房诚心出售不看房谢绝谈价,2室2厅,89.89平米,南,精装,低楼层(共15层),199.9,22239,非共有
活力岛板块 万科北宸 精装修三房 高楼层视野好,3室2厅,83.32平米,南,精装,高楼层(共34层),210,25205,非共有
枫华紫园3房 房东自住保养好 金枫路地铁 精装修 满2年,3室2厅,96.76平米,南,精装,低楼层(共26层),229,23667,共有
别墅区后中间楼层 平视奥体 视野一级棒,3室1厅,84.97平米,南 北,精装,18层,395,46487,非共有
房子跃层，三开间朝南户型，楼层好，有独库二号线门口,3室2厅,129.3平米,南,精装,低楼层(共4层),299,23125,非共有
东浜花园精装修三房，位置好，方便看房，拎包入住。,3室2厅,82.5平米,南 北,简装,高楼层(共6层),188,22788,共有
高楼层，房东诚心出售，出到家随时可签，看房方便！,2室2厅,89.02平米,南,精装,高楼层(共33层),253,28421,共有
一线湖景三房，精装修，满五唯一，业主诚售,3室2厅,96.6平米,南,精装,中楼层(共18层),365,37785,共有
业主诚心出售  户型方正高楼层采光好，自住装修保养好,3室1厅,97.59平米,南,精装,高楼层(共32层),270,27667,共有
美之国花园 精装修两房 满五唯一 采光好 业主诚意出售,2室2厅,92.07平米,南,精装,高楼层(共6层),233,25307,共有
通透全明户型，采光无影响，诚意出售,4室2厅,119平米,南,精装,低楼层(共16层),415,34874,共有
万科未来之城精装大三房，小高层，边户，景观楼层。,3室2厅,119.88平米,南,精装,中楼层(共18层),193,16100,共有
越溪庭院，独栋别墅，大花园，全新毛坯房,5室3厅,410.25平米,南 北,毛坯,低楼层(共2层),950,23157,共有
此房满五唯一，采光充足，家具家电齐全,3室2厅,91平米,南,简装,中楼层(共11层),165,18132,共有
主推丨西门康桥底商、零甲醛精装3居室、整屋空调地暖,3室2厅,92.19平米,南,精装,低楼层(共33层),204,22129,共有
国际服装城精装三房两厅两卫，房东诚心出售！,3室2厅,152.37平米,南,精装,低楼层(共24层),220,14439,共有
此房满5年唯一，省增值税，2房1厅，两开间朝南,2室2厅,69.72平米,南,精装,低楼层(共28层),170,24384,共有
新城翡翠湾，精装修，中间楼层，采光好，得房率高,3室2厅,93.26平米,南 北,精装,中楼层(共5层),175,18765,共有
月浜东公寓，70年产权住宅，一楼带院子，精装修,2室2厅,77.8平米,南,精装,低楼层(共6层),193,24808,共有
简装2房 业主急售 看房有钥匙,2室2厅,92平米,南,简装,中楼层(共40层),121,13153,共有
千灯高品质小区 景观楼层 开发商交付标准出售 有车位,3室2厅,115平米,南 北,精装,高楼层(共27层),155,13479,非共有
自由都市 3室2厅 南,3室2厅,124.14平米,南,精装,中楼层(共31层),240,19334,共有
此房南北通格局，楼层好，视野开阔，采光充足,2室2厅,81平米,南,简装,高楼层(共6层),159,19630,非共有
万达商圈，清水毛坯大四房，  看房方便,4室2厅,199平米,南 北,毛坯,高楼层(共25层),450,22614,共有
桐馨苑 两室朝南 低楼层 近地铁 独立自行车库,2室1厅,78.43平米,南,简装,低楼层(共6层),183,23333,共有
华通四区小户带车库 永旺梦乐城盛安广场有轨电车2号线,2室1厅,60.01平米,南,简装,低楼层(共5层),115,19164,共有
护城河畔 风景优美  两房朝南  价格可谈,2室1厅,47.78平米,南,简装,中楼层(共6层),135,28255,非共有
小高层2居室，南北通透，装修保养新，满五唯一省税,2室2厅,90.8平米,南 北,精装,中楼层(共8层),389,42842,非共有
新区港龙城市商业广场 2室2厅 东北,2室2厅,56.05平米,东北,精装,中楼层(共18层),84,14987,非共有
采光不影响  看房有钥匙  价格看好可以沟通,2室2厅,91平米,南,精装,25层,345,37913,共有
城西地铁口/华润国际毛坯大平层/楼栋位置好/中间楼层,4室2厅,177.53平米,南 北,毛坯,中楼层(共33层),562,31657,共有
三元 二村好房，采光刺眼，诚心出售，，，,2室1厅,67.84平米,南,简装,6层,157,23143,共有
店长推荐，中环内，新小区，经典小三房,3室2厅,119平米,南 北,毛坯,中楼层(共26层),251,21093,共有
金色家园 2室2厅 南,2室2厅,62.3平米,南,精装,中楼层(共5层),188,30177,共有
清塘新村 山塘街石路商圈 近火车站 中间3楼 小2房,2室1厅,47.74平米,南,简装,6层,109.6,22958,非共有
三元二村满五唯一诚心出售、两房朝南厨卫朝北正气户型,2室1厅,60.85平米,南,简装,6层,133,21858,共有
满五年唯一，高楼层，采光好，视野佳，房子很清爽。,2室1厅,86.56平米,北,简装,高楼层(共25层),389,44940,非共有
园区翰林缘3房2卫，满5唯1省1%个税，自住装修,3室2厅,121.62平米,南,精装,高楼层(共18层),418,34370,共有
惠丰花园两房，业主诚心出售，价格可谈，户口未用,2室1厅,70.03平米,南,精装,高楼层(共18层),143,20420,共有
周转资金做生意，南北双阳台大两房目前精装修自住诚售,2室2厅,88.96平米,南,精装,高楼层(共6层),180,20234,共有
绿地3房2卫急卖，南北双阳台！单价1.6万。看房方便！,3室2厅,117.64平米,南 北,毛坯,高楼层(共34层),188,15981,非共有
房子满五唯一，有车位，全天采光，中间楼层，自住装修,3室2厅,84.6平米,南,精装,18层,398,47045,共有
吴衙场精装两房  中楼层  有钥匙 沧本随时可用,2室1厅,60.38平米,南,精装,低楼层(共3层),327,54158,共有
雅戈尔风尚毛坯通透三房，得房率高，满两年，随时看房,3室2厅,105.08平米,东南 南,毛坯,高楼层(共18层),645,61382,非共有
沿路朝南大车库，采光充足，房东诚心出售，学户未用,2室1厅,60.82平米,南,简装,低楼层(共5层),120,19729,共有
华城美地小三房 多层家电家具齐全,3室2厅,93.24平米,东南,精装,高楼层(共6层),123,13192,共有
楼层好 视野开阔 精装修 户型方正,3室2厅,132.89平米,南,精装,中楼层(共26层),362,27241,共有
精装修，，高档品质小区，位置好，楼层好,2室2厅,89.14平米,南,精装,高楼层(共26层),345,38704,非共有
恒基水漾花城精装自住小户型，采光好，诚心出售。,2室2厅,77.66平米,南,精装,低楼层(共15层),200,25754,非共有
此房满五年唯一，全新精装修，采光无影响，诚心出售,1室2厅,68.06平米,南,精装,30层,280,41141,非共有
此房是满五年不唯一，中间楼层保养的好 有独立车库,2室1厅,53.79平米,南,简装,中楼层(共5层),129,23983,共有
通透两房，户型方正，得房率高，小区前排，诚心出售,2室2厅,91.32平米,南,精装,低楼层(共6层),184,20149,共有
今日家园，南北通风大3房，楼层好，景观好，满2年,3室2厅,126.39平米,南,简装,中楼层(共10层),399,31569,非共有
西上海精装婚房 温馨优家  11号线就在家门口,2室2厅,83.18平米,南,精装,高楼层(共32层),159.5,19176,非共有
次新小区，全新三房，基本没住过，视野宽阔，采光充足,3室2厅,98.67平米,南,精装,高楼层(共33层),360,36486,非共有
小区中间位置，全南户型，婚房装修，保养不错,2室2厅,88.51平米,南,精装,高楼层(共33层),149.5,16891,共有
英伦尊邸精装全配2房 中间层 180度观景阳台 诚心急售,2室2厅,85.46平米,南,精装,中楼层(共24层),127.6,14931,共有
此房经典户型，诚意出售，采光好，卧室全朝南。,2室1厅,56.86平米,南,精装,低楼层(共6层),160,28140,共有
新上房源 阳光嘉园 正三房 满二 南北通透 采光无遮挡,3室2厅,93.46平米,南 北,毛坯,中楼层(共18层),166,17762,非共有
高档小区 配套齐全 品质住宅   优质物业 满五唯一,2室2厅,88平米,南 北,精装,中楼层(共18层),110,12500,非共有
振华未用，满五唯一，业主诚心出售，期待有缘人,2室1厅,49.13平米,南,简装,中楼层(共5层),156.5,31855,非共有
经典两房，三开间朝南，小区内部位置，好楼层、采光好,2室2厅,80.4平米,南,精装,高楼层(共28层),205,25498,非共有
奥体板块小三房，精装修小高层 得房率高 钥匙随时看,3室2厅,87平米,南,精装,中楼层(共9层),449,51610,共有
房东诚心出售：价格可谈，只要你出价，价格我来谈！！,3室2厅,93.64平米,南,精装,中楼层(共6层),180,19223,共有
自住精装修，诚心出售看房方便，近幼儿园,3室1厅,75.55平米,南,精装,中楼层(共4层),226,29914,共有
国际华城110平精装3房，满五。,3室2厅,110.81平米,南,精装,高楼层(共16层),194,17508,非共有
醋库巷，朝南两房，十梓街十全街，苏州大公园350米,2室2厅,63.9平米,南,精装,中楼层(共4层),258,40376,非共有
万达广场 地铁口 通透户型 楼层好,1室1厅,52.91平米,南 北,精装,中楼层(共29层),138,26083,共有
玉成家园二期房源，已满两年，毛坯房，采光刺眼。,2室2厅,78.48平米,南,毛坯,低楼层(共18层),163,20770,共有
